GB saved,cost
0.12359619140625,0.13739
0.2471923828125,0.32032000000000005
0.37078857421875,0.7046100000000001
0.40374755859375,0.8236000000000001
0.52734375,1.3540400000000001
0.65093994140625,1.93913
0.7745361328125,2.5732
0.89813232421875,3.2233799999999997
1.021728515625,3.8916899999999996
1.14532470703125,4.62204
1.2689208984375,5.37171
1.27716064453125,5.42326
1.4007568359375,6.2707999999999995
1.52435302734375,7.17516
1.55731201171875,7.42883
1.680908203125,8.384979999999999
1.80450439453125,9.347499999999998
1.9281005859375,10.349499999999999
2.05169677734375,11.4057
2.208251953125,12.7502
2.2412109375,13.0354
2.39776611328125,14.4079
2.5543212890625,15.8122
2.71087646484375,17.275000000000002
2.74383544921875,17.600600000000004
2.77679443359375,17.934050000000003
2.900390625,19.213050000000003
2.933349609375,19.557450000000003
3.08990478515625,21.206550000000004
3.2464599609375,22.865550000000002
3.2794189453125,23.231330000000003
3.43597412109375,25.008730000000003
3.592529296875,26.841230000000003
3.74908447265625,28.69563
3.78204345703125,29.08707
3.9385986328125,30.988770000000002
4.09515380859375,32.93677
4.251708984375,34.99607
4.28466796875,35.4568
4.44122314453125,37.683
4.5977783203125,39.992
4.6307373046875,40.51025
4.6636962890625,41.04101
4.82025146484375,43.66131
4.976806640625,46.90641
5.009765625,47.6027
5.042724609375,48.31953
5.19927978515625,52.39793
5.23223876953125,53.28009
5.26519775390625,54.18451
5.29815673828125,55.29912
5.4547119140625,60.642720000000004
5.47119140625,61.2156
5.4876708984375,61.8054
5.504150390625,62.4253
5.537109375,63.74641
5.5535888671875,64.41251
5.570068359375,65.09491
5.5865478515625,65.77951
5.60302734375,66.46471
5.75958251953125,73.30251
5.77606201171875,74.04621
5.79254150390625,74.83731
5.80902099609375,75.63961
5.82550048828125,76.45431
5.84197998046875,77.27041000000001
5.85845947265625,78.09961000000001
5.87493896484375,78.92921000000001
5.89141845703125,79.76381
5.90789794921875,80.60171000000001
5.92437744140625,81.44611
6.0809326171875,89.63561
6.097412109375,90.60701
6.1138916015625,91.58851
6.4896240234375,114.13451
6.506103515625,115.25961000000001
6.8818359375,141.26861000000002
7.03839111328125,152.10861000000003
7.41412353515625,178.46861
7.43060302734375,179.62691
7.44708251953125,180.78821000000002
7.82281494140625,208.18421
7.83929443359375,209.38751000000002
7.85577392578125,210.61541000000003
7.87225341796875,211.85581000000002
7.88873291015625,213.09721000000002
7.90521240234375,214.55551000000003
7.92169189453125,216.08721000000003
7.93817138671875,217.65101
8.23480224609375,246.01401
8.25128173828125,247.62781
8.26776123046875,249.25041000000002
8.28424072265625,250.93811000000002
8.65997314453125,289.93611000000004
9.03570556640625,329.04111000000006
9.11480712890625,337.66811000000007
9.13128662109375,339.56711000000007
9.14776611328125,341.49041000000005
9.16424560546875,343.41421
9.53997802734375,387.50021000000004
9.55645751953125,389.44991000000005
9.93218994140625,434.7709100000001
10.30792236328125,480.7389100000001
10.60455322265625,517.0499100000001
10.98028564453125,563.1409100000001
10.99676513671875,565.1971100000001
11.01324462890625,567.2553100000001
11.38897705078125,614.3053100000001
11.40545654296875,616.41241
11.78118896484375,665.53441
12.15692138671875,714.96841
12.23602294921875,725.43341
12.61175537109375,776.14141
12.62823486328125,778.39951
12.64471435546875,780.67661
12.66119384765625,783.01001
12.67767333984375,785.34651
12.69415283203125,787.71821
12.71063232421875,790.15301
12.72711181640625,792.63401
12.76666259765625,798.69001
13.14239501953125,856.29701
13.18194580078125,862.47601
13.19842529296875,865.14881
13.21490478515625,867.8239100000001
13.23138427734375,870.5599100000001
13.24786376953125,873.34531
13.26434326171875,876.1486100000001
13.28082275390625,879.0193100000001
13.32037353515625,885.9103100000001
13.69610595703125,951.92731
13.73565673828125,959.09131
14.11138916015625,1027.77531
14.12786865234375,1030.81941
14.16741943359375,1038.27941
14.18389892578125,1041.43011
14.26300048828125,1057.30111
14.30255126953125,1065.2791100000002
14.34210205078125,1073.4101100000003
14.38165283203125,1081.5901100000003
14.39813232421875,1085.0590100000004
14.43768310546875,1093.6040100000005
14.47723388671875,1102.3790100000006
14.49371337890625,1106.0973100000006
14.51019287109375,1109.9157100000007
14.54974365234375,1119.1307100000006
14.56622314453125,1123.0844100000006
14.60577392578125,1132.5784100000005
14.62225341796875,1136.5729100000005
14.63873291015625,1140.6088100000006
14.67828369140625,1150.5088100000007
14.71783447265625,1160.6298100000008
14.75738525390625,1171.0928100000008
14.77386474609375,1175.5268100000008
14.79034423828125,1180.0740100000007
14.80682373046875,1184.6261100000008
14.84637451171875,1195.5901100000008
14.86285400390625,1200.2085100000008
14.90240478515625,1211.367510000001
14.94195556640625,1222.637510000001
14.95843505859375,1227.408510000001
14.9666748046875,1229.8227100000008
14.992424011230469,1238.1238100000007
15.031974792480469,1251.6008100000008
15.040214538574219,1254.4325100000008
15.079765319824219,1268.0855100000008
15.088005065917969,1271.106000000001
15.127555847167969,1285.991000000001
15.167106628417969,1300.989000000001
15.183586120605469,1307.422500000001
15.209335327148438,1317.501100000001
15.226844787597656,1324.401900000001
15.266395568847656,1340.054900000001
15.283905029296875,1347.150200000001
15.323455810546875,1363.502200000001
15.363006591796875,1380.010200000001
15.402557373046875,1396.730200000001
15.442108154296875,1413.676200000001
15.481658935546875,1430.675200000001
15.499168395996094,1438.271500000001
15.538719177246094,1455.551500000001
15.546958923339844,1459.218300000001
15.586509704589844,1476.964300000001
15.628532409667969,1495.915300000001
15.646041870117188,1504.121100000001
15.663551330566406,1512.417100000001
15.703102111816406,1531.162100000001
15.719581604003906,1539.115100000001
15.745330810546875,1551.850200000001
15.784881591796875,1571.464200000001
15.818870544433594,1588.5752000000011
15.838645935058594,1599.1592000000012
15.920219421386719,1644.2202000000011
15.937728881835938,1654.021200000001
15.955238342285156,1664.027700000001
15.997261047363281,1688.408700000001
16.01374053955078,1697.981400000001
16.03125,1708.211600000001
16.04875946044922,1718.495200000001
16.06523895263672,1728.174800000001
16.082748413085938,1738.628500000001
16.100257873535156,1749.1878000000008
16.14228057861328,1774.8538000000008
16.16205596923828,1786.9878000000008
16.1795654296875,1797.8680000000008
16.19707489013672,1809.3447000000008
16.214584350585938,1820.9082000000008
16.232093811035156,1832.4813000000008
16.249603271484375,1844.1609000000008
16.2916259765625,1873.9229000000007
16.333648681640625,1903.8509000000008
16.37567138671875,1934.9549000000009
16.39318084716797,1948.116000000001
16.435203552246094,1979.8190000000009
16.47722625732422,2011.5990000000008
16.519248962402344,2043.5330000000008
16.56127166748047,2075.678000000001
16.578781127929688,2089.183900000001
16.595260620117188,2101.915000000001
16.612770080566406,2115.5006000000008
16.65479278564453,2150.085600000001
16.67230224609375,2164.623600000001
16.714324951171875,2199.635600000001
16.753875732421875,2233.493600000001
16.771385192871094,2248.8046000000013
16.788894653320312,2264.353300000001
16.830917358398438,2301.808300000001
16.872940063476562,2340.302300000001
16.89044952392578,2356.5663000000013
16.93000030517578,2394.2543000000014
16.947509765625,2411.4849000000013
16.96501922607422,2429.771900000001
16.98149871826172,2446.988800000001
16.999008178710938,2465.313500000001
17.016517639160156,2485.424300000001
17.05854034423828,2536.1753000000012
17.090675354003906,2575.643300000001
17.108184814453125,2598.6198000000013
17.15020751953125,2654.359800000001
17.182342529296875,2697.294800000001
17.224365234375,2761.997800000001
17.256500244140625,2812.067800000001
17.28863525390625,2863.040800000001
17.30614471435547,2892.814000000001
17.338279724121094,2947.764000000001
17.355789184570312,2978.307000000001
17.387924194335938,3034.7430000000013
17.420059204101562,3094.463000000001
17.452194213867188,3155.568000000001
17.484329223632812,3217.398000000001
17.497718811035156,3243.414000000001
17.5111083984375,3269.6380000000013
17.524497985839844,3296.0510000000013
17.55663299560547,3360.4640000000013
17.570022583007812,3389.1140000000014
17.583412170410156,3418.6430000000014
17.61554718017578,3489.9760000000015
17.647682189941406,3561.5260000000017
17.66107177734375,3591.6690000000017
17.674461364746094,3621.944000000002
17.70659637451172,3696.944000000002
17.738731384277344,3773.0620000000017
17.756240844726562,3815.114000000002
17.769630432128906,3847.925000000002
17.78302001953125,3880.846000000002
17.796409606933594,3913.8970000000018
17.809799194335938,3947.6550000000016
17.82318878173828,3981.5780000000013
17.836578369140625,4015.8480000000013
17.84996795654297,4050.4780000000014
17.863357543945312,4085.1650000000013
17.876747131347656,4120.149000000001
17.89013671875,4155.148000000001
17.903526306152344,4190.530000000001
17.916915893554688,4226.273000000001
17.93030548095703,4262.087000000001
17.943695068359375,4297.925000000001
17.95708465576172,4334.434000000001
17.989219665527344,4423.864000000001
18.002609252929688,4462.231000000002
18.020118713378906,4512.737000000002
18.03350830078125,4551.564000000002
18.065643310546875,4647.974000000002
18.07903289794922,4690.353000000002
18.092422485351562,4732.746000000002
18.105812072753906,4782.054000000002
18.11920166015625,4833.716000000002
18.132591247558594,4889.179000000002
18.150100708007812,4963.285000000002
18.182235717773438,5103.245000000002
18.214370727539062,5250.1950000000015
18.256393432617188,5456.665000000002
18.26978302001953,5525.6950000000015
18.283172607421875,5597.087000000001
18.300682067871094,5692.862000000001
18.314071655273438,5777.868000000001
18.32746124267578,5895.187000000002
18.340850830078125,6025.272000000002
18.37298583984375,6346.192000000002
18.386375427246094,6513.6950000000015
18.399765014648438,6685.501000000001
18.41315460205078,6915.524000000001
18.426544189453125,7151.864000000001
